IMU,index,x_pos,y_pos,z_pos,...
0
1,0,0,4,-126,-124,-117,-106,3,1,1,5,-82,5,1,0,0,7,6,71,66,32,1
1,1,29,-28,-83,-9,-5,-44,0,0,0,0,0,0,0,0,0,-2,0,9,0,0,0
1,2,29,-28,-83,-9,-5,-44,0,0,0,0,0,0,0,0,0,-2,0,9,0,0,0
1,3,29,-28,-83,-9,-5,-44,0,0,0,0,0,0,0,0,0,-2,0,9,0,0,0
1,4,29,-28,-83,2,10,45,0,0,0,0,0,0,0,0,0,-2,0,9,0,0,0
1,5,29,-28,-83,2,10,45,0,0,0,0,0,0,0,0,0,-2,0,9,0,0,0
1,6,29,-28,-83,2,10,45,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,7,29,-28,-83,2,10,45,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,8,29,-28,-83,2,10,45,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,9,29,-28,-83,2,10,45,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,10,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,11,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,12,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,13,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,14,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,15,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,16,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,17,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,18,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,19,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,20,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,21,29,-28,-83,3,10,44,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,22,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,23,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,24,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,25,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,26,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,27,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,28,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,29,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,30,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,31,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,32,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,33,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,34,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,35,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,36,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,37,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,38,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,39,29,-28,-83,3,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,40,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,41,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,42,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,43,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,44,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,45,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,46,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,47,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,48,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,49,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,50,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,51,29,-28,-83,3,10,40,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,52,29,-28,-83,3,10,42,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,53,29,-28,-83,3,10,42,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,54,29,-28,-83,3,10,42,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,55,29,-28,-83,3,10,42,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,56,29,-28,-83,3,10,42,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,57,29,-28,-83,3,10,42,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,58,29,-28,-83,2,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,59,29,-28,-83,2,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,60,29,-28,-84,2,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,61,29,-28,-84,2,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,62,29,-28,-84,2,10,43,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,63,29,-28,-84,3,10,41,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,64,29,-28,-84,3,10,41,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,65,29,-28,-84,3,10,41,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,66,29,-28,-84,3,10,41,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,67,29,-28,-84,2,11,41,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
1,68,29,-28,-84,2,11,41,0,0,0,0,0,0,0,0,0,-4,-1,-8,0,0,0
