0,2,1
1,2,2
2,2,2
3,2,2
4,2,2
5,2,3
6,2,3
7,2,3
8,2,3
9,2,3
10,3,3
11,3,3
12,3,3
13,3,3
14,3,4
15,3,4
16,3,4
17,3,4
18,3,4
19,3,4
20,3,3
21,3,3
22,3,3
23,3,1
24,3,1
25,3,-2
26,3,-2
27,3,-2
28,1,-9
29,1,-9
30,284,217
31,284,217
32,284,217
33,284,217
34,284,217
35,284,217
36,284,217
37,284,217
38,284,217
39,284,217
40,-28,-84
41,-28,-84
42,-28,-84
43,-44,-97
44,-61,-107
45,-61,-107
46,-61,-107
47,-79,-116
48,-79,-116
49,-79,-116
50,-95,-120
51,-95,-120
52,-106,-120
53,-106,-120
54,-106,-120
55,-109,-118
56,-109,-118
57,-105,-115
58,-105,-115
59,-96,-108
60,-96,-108
61,-96,-108
62,-82,-99
63,-82,-99
64,-67,-86
65,-67,-86
66,-67,-86
67,284,217
68,284,217
69,284,217
70,284,217
71,284,217
72,284,217
73,284,217
74,284,217
75,284,217
76,284,217
77,284,217
78,284,217
79,284,217
80,284,217
81,284,217
82,284,217
83,284,217
84,284,217
85,284,217
86,-91,-164
87,-91,-164
88,-91,-164
89,-91,-165
90,-91,-165
91,284,217
92,284,217
93,284,217
94,284,217
95,284,217
96,284,217
97,284,217
98,284,217
99,284,217
100,284,217
101,284,217
102,284,217
103,284,217
104,284,217
105,284,217
106,284,217
107,284,217
108,284,217
109,284,217
110,284,217
111,284,217
112,284,217
113,284,217
114,284,217
115,284,217
116,284,217
117,284,217
118,284,217
119,284,217
120,284,217
121,284,217
122,284,217
123,284,217
124,284,217
125,284,217
126,284,217
127,284,217
128,284,217
129,284,217
130,284,217
131,284,217
132,284,217
133,284,217
134,284,217
135,284,217
136,284,217
137,284,217
138,284,217
139,284,217
140,284,217
141,284,217
142,284,217
143,284,217
144,284,217
145,284,217
146,284,217
147,284,217
148,284,217
