0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,-1
28,0,-1
29,0,-1
30,0,-1
31,0,-1
32,0,-1
33,0,-2
34,0,-2
35,0,-2
36,-1,-2
37,-1,-2
38,-1,-4
39,-1,-4
40,-1,-4
41,-2,-7
42,-2,-7
43,-4,-11
44,-4,-11
45,-4,-11
46,-6,-16
47,-6,-16
48,-11,-21
49,-11,-21
50,-11,-21
51,301,231
52,301,231
53,301,231
54,301,231
55,301,231
56,301,231
57,301,231
58,301,231
59,301,231
60,301,231
61,301,231
62,301,231
63,301,231
64,301,231
65,301,231
66,301,231
67,301,231
68,301,231
69,301,231
70,301,231
71,301,231
72,301,231
73,301,231
74,301,231
75,301,231
76,301,231
77,301,231
78,301,231
79,301,231
80,301,231
81,301,231
82,301,231
83,301,231
84,301,231
85,301,231
86,301,231
87,301,231
88,301,231
89,301,231
90,301,231
91,301,231
92,301,231
93,301,231
94,301,231
95,301,231
96,301,231
97,301,231
98,301,231
99,301,231
100,301,231
101,301,231
102,301,231
103,301,231
104,301,231
105,301,231
106,301,231
107,301,231
108,301,231
109,301,231
110,301,231
111,301,231
112,301,231
113,301,231
114,301,231
115,301,231
116,301,231
117,301,231
118,301,231
119,301,231
120,301,231
121,301,231
122,301,231
123,301,231
124,301,231
125,301,231
126,301,231
127,301,231
128,301,231
129,301,231
130,301,231
131,301,231
132,301,231
133,301,231
134,301,231
135,301,231
136,301,231
137,301,231
138,301,231
139,301,231
140,301,231
141,301,231
142,301,231
143,301,231
144,301,231
145,301,231
146,301,231
147,301,231
148,301,231
