0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,-1,0
12,-1,0
13,-1,0
14,-1,0
15,-1,0
16,-1,0
17,-1,0
18,-1,0
19,-1,0
20,-1,0
21,-1,0
22,-1,0
23,-1,0
24,-1,0
25,-1,0
26,-1,0
27,-1,0
28,-1,0
29,-1,0
30,-1,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,1,-1
37,1,-1
38,1,-1
39,1,-1
40,1,-1
41,1,-1
42,1,-1
43,6,-2
44,6,-2
45,6,-2
46,6,-2
47,6,-2
48,6,-2
49,18,-1
50,18,-1
51,18,-1
52,18,-1
53,18,-1
54,18,-1
55,18,-1
56,35,7
57,35,7
58,35,7
59,35,7
60,35,7
61,35,7
62,56,25
63,56,25
64,56,25
65,56,25
66,56,25
67,56,25
68,56,25
69,77,50
70,77,50
71,77,50
72,77,50
73,77,50
74,77,50
75,95,91
76,95,91
77,95,91
78,95,91
79,95,91
80,95,91
81,95,91
82,104,135
83,104,135
84,104,135
85,104,135
86,104,135
87,103,179
88,103,179
89,103,179
90,103,179
91,103,179
92,103,179
93,103,179
94,93,218
95,93,218
96,93,218
97,93,218
98,93,218
99,93,218
100,93,218
101,77,253
102,77,253
103,77,253
104,77,253
105,77,253
106,77,253
107,55,274
108,55,274
109,55,274
110,55,274
111,55,274
112,27,276
113,27,276
114,27,276
115,27,276
116,27,276
117,27,276
118,27,276
119,1,255
120,1,255
121,1,255
122,1,255
123,1,255
124,1,255
125,1,255
126,-23,208
127,-23,208
128,-23,208
129,-23,208
130,-23,208
131,-23,208
132,-23,208
133,-37,135
134,-37,135
135,-37,135
136,-37,135
137,-37,135
138,-37,135
139,-37,135
140,-38,61
141,-38,61
142,-38,61
143,-38,61
144,-38,61
145,-38,61
146,-38,61
147,-38,61
148,-38,61
