0,0,1
1,0,1
2,0,1
3,0,1
4,0,1
5,0,1
6,0,1
7,0,1
8,0,1
9,0,1
10,0,1
11,0,1
12,0,1
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,1
20,0,1
21,0,1
22,0,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,1,1
29,1,1
30,1,1
31,1,1
32,1,1
33,1,1
34,1,1
35,3,2
36,3,2
37,3,2
38,3,2
39,3,2
40,3,2
41,3,2
42,6,6
43,6,6
44,6,6
45,6,6
46,6,6
47,6,6
48,6,6
49,6,6
50,15,17
51,15,17
52,15,17
53,15,17
54,15,17
55,15,17
56,15,17
57,29,42
58,29,42
59,29,42
60,29,42
61,29,42
62,29,42
63,41,77
64,41,77
65,41,77
66,41,77
67,41,77
68,41,77
69,49,127
70,49,127
71,49,127
72,49,127
73,49,127
74,49,127
75,50,179
76,50,179
77,50,179
78,50,179
79,50,179
80,50,179
81,50,179
82,43,224
83,43,224
84,43,224
85,43,224
86,43,224
87,43,224
88,43,224
89,43,224
90,33,256
91,33,256
92,33,256
93,33,256
94,33,256
95,33,256
96,23,279
97,23,279
98,23,279
99,23,279
100,23,279
101,17,292
102,17,292
103,17,292
104,17,292
105,17,292
106,17,292
107,17,293
108,17,293
109,17,293
110,17,293
111,17,293
112,17,293
113,17,293
114,21,285
115,21,285
116,21,285
117,21,285
118,21,285
119,31,259
120,31,259
121,31,259
122,31,259
123,31,259
124,31,259
125,31,259
126,44,225
127,44,225
128,44,225
129,44,225
130,44,225
131,44,225
132,44,225
133,53,167
134,53,167
135,53,167
136,53,167
137,53,167
138,51,100
139,51,100
140,51,100
141,51,100
142,51,100
143,51,100
144,51,100
145,51,100
146,38,48
147,38,48
148,38,48
